ID_PESSOA;CD_PROGRAMA_IES;NM_PROGRAMA_IES;NM_AREA_CONHECIMENTO
181539;25003011027P9;CIÊNCIA ANIMAL E PASTAGENS;ZOOTECNIA
514443;25003011028P5;PRODUÇÃO AGRÍCOLA;AGRONOMIA
538321;25003011028P5;PRODUÇÃO AGRÍCOLA;AGRONOMIA
16048;25003011028P5;PRODUÇÃO AGRÍCOLA;AGRONOMIA
422823;22003010017P5;BIOTECNOLOGIA - REDE RENORBIO;BIOTECNOLOGIA
46318;53045009001P3;ADMINISTRAÇÃO PÚBLICA EM REDE NACIONAL;ADMINISTRAÇÃO
97376;25003011028P5;PRODUÇÃO AGRÍCOLA;AGRONOMIA
393019;23001011069P5;LETRAS;LETRAS
21331;25003011017P3;ENTOMOLOGIA;AGRONOMIA
5541;25003011013P8;CIÊNCIAS FLORESTAIS;RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL
18886;25003011011P5;RECURSOS PESQUEIROS E AQUICULTURA;RECURSOS PESQUEIROS E ENGENHARIA DE PESCA
535312;25003011012P1;ENSINO DAS CIÊNCIAS;ENSINO
806196;25003011014P4;ADMINISTRAÇÃO E DESENVOLVIMENTO;ADMINISTRAÇÃO
806187;25003011014P4;ADMINISTRAÇÃO E DESENVOLVIMENTO;ADMINISTRAÇÃO
45655;25003011037P4;CONSUMO, COTIDIANO E DESENVOLVIMENTO SOCIAL;ECONOMIA DOMÉSTICA
513963;25003011022P7;BIOCIÊNCIA ANIMAL;MEDICINA VETERINÁRIA
236776;25003011037P4;CONSUMO, COTIDIANO E DESENVOLVIMENTO SOCIAL;ECONOMIA DOMÉSTICA
36207;31075010001P2;MATEMÁTICA EM REDE NACIONAL;MATEMÁTICA
170700;25003011037P4;CONSUMO, COTIDIANO E DESENVOLVIMENTO SOCIAL;ECONOMIA DOMÉSTICA
330897;25003011037P4;CONSUMO, COTIDIANO E DESENVOLVIMENTO SOCIAL;ECONOMIA DOMÉSTICA
283900;25003011030P0;PRODUÇÃO VEGETAL;AGRONOMIA
12103;25003011073P0;SAÚDE ÚNICA;MEDICINA VETERINÁRIA
77077;25003011027P9;CIÊNCIA ANIMAL E PASTAGENS;ZOOTECNIA
9442;25003011037P4;CONSUMO, COTIDIANO E DESENVOLVIMENTO SOCIAL;ECONOMIA DOMÉSTICA
28374;25003011037P4;CONSUMO, COTIDIANO E DESENVOLVIMENTO SOCIAL;ECONOMIA DOMÉSTICA
46490;25003011033P9;ETNOBIOLOGIA E CONSERVAÇÃO DA NATUREZA;ECOLOGIA
162641;25003011037P4;CONSUMO, COTIDIANO E DESENVOLVIMENTO SOCIAL;ECONOMIA DOMÉSTICA
9502;25003011037P4;CONSUMO, COTIDIANO E DESENVOLVIMENTO SOCIAL;ECONOMIA DOMÉSTICA
67573;25003011033P9;ETNOBIOLOGIA E CONSERVAÇÃO DA NATUREZA;ECOLOGIA
514724;31001017169P2;QUÍMICA EM REDE NACIONAL;QUÍMICA
47550;31001017169P2;QUÍMICA EM REDE NACIONAL;QUÍMICA
531307;25003011019P6;HISTÓRIA;HISTÓRIA
124318;25003011037P4;CONSUMO, COTIDIANO E DESENVOLVIMENTO SOCIAL;ECONOMIA DOMÉSTICA
803946;25003011021P0;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;CIÊNCIA E TECNOLOGIA DE ALIMENTOS
415565;25003011027P9;CIÊNCIA ANIMAL E PASTAGENS;ZOOTECNIA
653189;25020013042P2;AGROECOLOGIA E DESENVOLVIMENTO TERRITORIAL;INTERDISCIPLINAR
83841;25003011027P9;CIÊNCIA ANIMAL E PASTAGENS;ZOOTECNIA
46436;25003011037P4;CONSUMO, COTIDIANO E DESENVOLVIMENTO SOCIAL;ECONOMIA DOMÉSTICA
10158;25003011037P4;CONSUMO, COTIDIANO E DESENVOLVIMENTO SOCIAL;ECONOMIA DOMÉSTICA
398427;31001017169P2;QUÍMICA EM REDE NACIONAL;QUÍMICA
16307;25003011071P8;BIODIVERSIDADE E CONSERVAÇÃO;ECOLOGIA
106397;25003011024P0;FÍSICA APLICADA;FÍSICA
618179;25003011037P4;CONSUMO, COTIDIANO E DESENVOLVIMENTO SOCIAL;ECONOMIA DOMÉSTICA
657074;25003011037P4;CONSUMO, COTIDIANO E DESENVOLVIMENTO SOCIAL;ECONOMIA DOMÉSTICA
654413;25003011030P0;PRODUÇÃO VEGETAL;AGRONOMIA
203950;25003011033P9;ETNOBIOLOGIA E CONSERVAÇÃO DA NATUREZA;ECOLOGIA
24225;22003010017P5;BIOTECNOLOGIA - REDE RENORBIO;BIOTECNOLOGIA
1368216;23001011047P1;DESENVOLVIMENTO E INOVAÇÃO TECNOLÓGICA EM MEDICAMENTOS;FARMÁCIA
489372;23001011069P5;LETRAS;LETRAS
195268;25003011002P6;FITOPATOLOGIA;AGRONOMIA
18788;25003011006P1;ZOOTECNIA;ZOOTECNIA
837642;25003011012P1;ENSINO DAS CIÊNCIAS;ENSINO
33687;25003011013P8;CIÊNCIAS FLORESTAIS;RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL
5375;25003011017P3;ENTOMOLOGIA;AGRONOMIA
538060;25003011015P0;AGRONOMIA ( MELHORAMENTO GENÉTICO DE PLANTAS);AGRONOMIA
523138;25003011015P0;AGRONOMIA ( MELHORAMENTO GENÉTICO DE PLANTAS);AGRONOMIA
7584;25003011074P7;ENGENHARIA FÍSICA;MATERIAIS
189220;25003011033P9;ETNOBIOLOGIA E CONSERVAÇÃO DA NATUREZA;ECOLOGIA
42511;25003011012P1;ENSINO DAS CIÊNCIAS;ENSINO
131390;25003011001P0;BIODIVERSIDADE;BOTÂNICA
13310;25003011012P1;ENSINO DAS CIÊNCIAS;ENSINO
527869;25003011019P6;HISTÓRIA;HISTÓRIA
657074;25003011021P0;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;CIÊNCIA E TECNOLOGIA DE ALIMENTOS
572647;25003011006P1;ZOOTECNIA;ZOOTECNIA
140651;25003011006P1;ZOOTECNIA;ZOOTECNIA
195268;25003011028P5;PRODUÇÃO AGRÍCOLA;AGRONOMIA
325774;25003011036P8;ENGENHARIA AMBIENTAL;ENGENHARIA SANITÁRIA
11194;25003011036P8;ENGENHARIA AMBIENTAL;ENGENHARIA SANITÁRIA
145834;25003011001P0;BIODIVERSIDADE;BOTÂNICA
95375;25003011075P3;ESTUDOS DA LINGUAGEM;LETRAS
131743;25003011033P9;ETNOBIOLOGIA E CONSERVAÇÃO DA NATUREZA;ECOLOGIA
38037;25003011029P1;TECNOLOGIA E GESTÃO EM EDUCAÇÃO A DISTÂNCIA;EDUCAÇÃO
47598;25020013042P2;AGROECOLOGIA E DESENVOLVIMENTO TERRITORIAL;INTERDISCIPLINAR
521226;25020013042P2;AGROECOLOGIA E DESENVOLVIMENTO TERRITORIAL;INTERDISCIPLINAR
515041;25003011001P0;BIODIVERSIDADE;BOTÂNICA
510584;25003011001P0;BIODIVERSIDADE;BOTÂNICA
157633;25003011001P0;BIODIVERSIDADE;BOTÂNICA
531192;25003011012P1;ENSINO DAS CIÊNCIAS;ENSINO
6742;25003011032P2;INFORMÁTICA APLICADA;CIÊNCIA DA COMPUTAÇÃO
103845;25003011074P7;ENGENHARIA FÍSICA;MATERIAIS
78743;25003011029P1;TECNOLOGIA E GESTÃO EM EDUCAÇÃO A DISTÂNCIA;EDUCAÇÃO
122453;33283010001P5;ENSINO DE FÍSICA - PROFIS;FÍSICA
125750;25003011001P0;BIODIVERSIDADE;BOTÂNICA
105879;25003011021P0;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;CIÊNCIA E TECNOLOGIA DE ALIMENTOS
998437;33283010001P5;ENSINO DE FÍSICA - PROFIS;FÍSICA
14216;25003011073P0;SAÚDE ÚNICA;MEDICINA VETERINÁRIA
101707;33283010001P5;ENSINO DE FÍSICA - PROFIS;FÍSICA
431535;25003011021P0;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;CIÊNCIA E TECNOLOGIA DE ALIMENTOS
8156;25003011036P8;ENGENHARIA AMBIENTAL;ENGENHARIA SANITÁRIA
433307;25003011072P4;CIÊNCIAS AMBIENTAIS;CIÊNCIAS AMBIENTAIS
46613;25003011006P1;ZOOTECNIA;ZOOTECNIA
411449;31075010001P2;MATEMÁTICA EM REDE NACIONAL;MATEMÁTICA
510651;25003011001P0;BIODIVERSIDADE;BOTÂNICA
13711;25003011010P9;BIOMETRIA E ESTATÍSTICA APLICADA;AGRONOMIA
467860;25003011001P0;BIODIVERSIDADE;BOTÂNICA
593594;25003011032P2;INFORMÁTICA APLICADA;CIÊNCIA DA COMPUTAÇÃO
1361759;33283010001P5;ENSINO DE FÍSICA - PROFIS;FÍSICA
67528;25003011071P8;BIODIVERSIDADE E CONSERVAÇÃO;ECOLOGIA
538058;33283010001P5;ENSINO DE FÍSICA - PROFIS;FÍSICA
47077;25003011005P5;MEDICINA VETERINÁRIA;MEDICINA VETERINÁRIA
377882;25003011001P0;BIODIVERSIDADE;BOTÂNICA
451159;25003011021P0;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;CIÊNCIA E TECNOLOGIA DE ALIMENTOS
3029702;25003011011P5;RECURSOS PESQUEIROS E AQUICULTURA;RECURSOS PESQUEIROS E ENGENHARIA DE PESCA
423263;25003011006P1;ZOOTECNIA;ZOOTECNIA
140621;25003011027P9;CIÊNCIA ANIMAL E PASTAGENS;ZOOTECNIA
18943;25003011011P5;RECURSOS PESQUEIROS E AQUICULTURA;RECURSOS PESQUEIROS E ENGENHARIA DE PESCA
47077;22003010017P5;BIOTECNOLOGIA - REDE RENORBIO;BIOTECNOLOGIA
12103;25003011005P5;MEDICINA VETERINÁRIA;MEDICINA VETERINÁRIA
28374;25003011014P4;ADMINISTRAÇÃO E DESENVOLVIMENTO RURAL;ADMINISTRAÇÃO
71432;25003011021P0;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;CIÊNCIA E TECNOLOGIA DE ALIMENTOS
514938;25003011001P0;BIODIVERSIDADE;BOTÂNICA
16404;25003011071P8;BIODIVERSIDADE E CONSERVAÇÃO;ECOLOGIA
21289;25003011001P0;BIODIVERSIDADE;BOTÂNICA
11623;25003011006P1;ZOOTECNIA;ZOOTECNIA
112087;25003011074P7;ENGENHARIA FÍSICA;MATERIAIS
164181;25003011001P0;BIODIVERSIDADE;BOTÂNICA
514211;25003011021P0;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;CIÊNCIA E TECNOLOGIA DE ALIMENTOS
637869;25003011018P0;ENGENHARIA AGRÍCOLA;ENGENHARIA AGRÍCOLA
520657;25003011029P1;TECNOLOGIA E GESTÃO EM EDUCAÇÃO A DISTÂNCIA;EDUCAÇÃO
46490;25003011001P0;BIODIVERSIDADE;BOTÂNICA
533336;25003011031P6;CIÊNCIA ANIMAL TROPICAL;MEDICINA VETERINÁRIA
513434;25003011026P2;ECOLOGIA;ECOLOGIA
514056;25003011009P0;ZOOTECNIA;ZOOTECNIA
536444;25003011009P0;ZOOTECNIA;ZOOTECNIA
14216;25003011031P6;CIÊNCIA ANIMAL TROPICAL;MEDICINA VETERINÁRIA
20984;25003011009P0;ZOOTECNIA;ZOOTECNIA
147863;33283010001P5;ENSINO DE FÍSICA - PROFIS;FÍSICA
109523;25003011024P0;FÍSICA APLICADA;FÍSICA
119409;25003011031P6;CIÊNCIA ANIMAL TROPICAL;MEDICINA VETERINÁRIA
19183;25003011013P8;CIÊNCIAS FLORESTAIS;RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL
443235;25003011031P6;CIÊNCIA ANIMAL TROPICAL;MEDICINA VETERINÁRIA
47600;25003011026P2;ECOLOGIA;ECOLOGIA
39690;25003011012P1;ENSINO DAS CIÊNCIAS;ENSINO
126075;25003011031P6;CIÊNCIA ANIMAL TROPICAL;MEDICINA VETERINÁRIA
126212;23001011069P5;LETRAS;LETRAS
398427;25003011012P1;ENSINO DAS CIÊNCIAS;ENSINO
440627;25003011031P6;CIÊNCIA ANIMAL TROPICAL;MEDICINA VETERINÁRIA
163913;25003011031P6;CIÊNCIA ANIMAL TROPICAL;MEDICINA VETERINÁRIA
15153;25003011031P6;CIÊNCIA ANIMAL TROPICAL;MEDICINA VETERINÁRIA
19707;25003011017P3;ENTOMOLOGIA;AGRONOMIA
536426;25003011009P0;ZOOTECNIA;ZOOTECNIA
509724;25003011013P8;CIÊNCIAS FLORESTAIS;RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL
355788;25003011031P6;CIÊNCIA ANIMAL TROPICAL;MEDICINA VETERINÁRIA
534957;25003011033P9;ETNOBIOLOGIA E CONSERVAÇÃO DA NATUREZA;ECOLOGIA
521499;25003011026P2;ECOLOGIA;ECOLOGIA
377882;25003011026P2;ECOLOGIA;ECOLOGIA
7486;25003011031P6;CIÊNCIA ANIMAL TROPICAL;MEDICINA VETERINÁRIA
25894;25003011011P5;RECURSOS PESQUEIROS E AQUICULTURA;RECURSOS PESQUEIROS E ENGENHARIA DE PESCA
46490;25003011026P2;ECOLOGIA;ECOLOGIA
512175;25003011009P0;ZOOTECNIA;ZOOTECNIA
41025;25003011009P0;ZOOTECNIA;ZOOTECNIA
434967;25003011026P2;ECOLOGIA;ECOLOGIA
510783;31075010001P2;MATEMÁTICA EM REDE NACIONAL;MATEMÁTICA
46613;25003011009P0;ZOOTECNIA;ZOOTECNIA
425318;25003011031P6;CIÊNCIA ANIMAL TROPICAL;MEDICINA VETERINÁRIA
513462;25003011031P6;CIÊNCIA ANIMAL TROPICAL;MEDICINA VETERINÁRIA
412234;25003011028P5;PRODUÇÃO AGRÍCOLA;AGRONOMIA
709967;25003011031P6;CIÊNCIA ANIMAL TROPICAL;MEDICINA VETERINÁRIA
526674;25003011031P6;CIÊNCIA ANIMAL TROPICAL;MEDICINA VETERINÁRIA
20460;25003011031P6;CIÊNCIA ANIMAL TROPICAL;MEDICINA VETERINÁRIA
13270;25003011031P6;CIÊNCIA ANIMAL TROPICAL;MEDICINA VETERINÁRIA
24100;25003011025P6;SANIDADE E REPRODUÇÃO DE ANIMAIS DE PRODUÇÃO;MEDICINA VETERINÁRIA
607480;25003011031P6;CIÊNCIA ANIMAL TROPICAL;MEDICINA VETERINÁRIA
221396;25003011031P6;CIÊNCIA ANIMAL TROPICAL;MEDICINA VETERINÁRIA
132509;25003011031P6;CIÊNCIA ANIMAL TROPICAL;MEDICINA VETERINÁRIA
385464;25003011027P9;CIÊNCIA ANIMAL E PASTAGENS;ZOOTECNIA
509719;25003011031P6;CIÊNCIA ANIMAL TROPICAL;MEDICINA VETERINÁRIA
366492;25003011027P9;CIÊNCIA ANIMAL E PASTAGENS;ZOOTECNIA
145834;25003011026P2;ECOLOGIA;ECOLOGIA
537959;25003011026P2;ECOLOGIA;ECOLOGIA
24101;25003011009P0;ZOOTECNIA;ZOOTECNIA
511069;25003011009P0;ZOOTECNIA;ZOOTECNIA
531586;25003011031P6;CIÊNCIA ANIMAL TROPICAL;MEDICINA VETERINÁRIA
538845;25003011019P6;HISTÓRIA;HISTÓRIA
18788;25003011009P0;ZOOTECNIA;ZOOTECNIA
980962;25003011026P2;ECOLOGIA;ECOLOGIA
67528;25003011026P2;ECOLOGIA;ECOLOGIA
467860;25003011026P2;ECOLOGIA;ECOLOGIA
11623;25003011009P0;ZOOTECNIA;ZOOTECNIA
510191;25003011026P2;ECOLOGIA;ECOLOGIA
417269;25003011026P2;ECOLOGIA;ECOLOGIA
513149;25003011026P2;ECOLOGIA;ECOLOGIA
107525;25003011026P2;ECOLOGIA;ECOLOGIA
511691;25003011009P0;ZOOTECNIA;ZOOTECNIA
510651;25003011026P2;ECOLOGIA;ECOLOGIA
5405;25003011026P2;ECOLOGIA;ECOLOGIA
1015676;25003011026P2;ECOLOGIA;ECOLOGIA
980962;25003011031P6;CIÊNCIA ANIMAL TROPICAL;MEDICINA VETERINÁRIA
256401;25003011031P6;CIÊNCIA ANIMAL TROPICAL;MEDICINA VETERINÁRIA
47550;25003011020P4;QUIMICA;QUÍMICA
5723;25003011009P0;ZOOTECNIA;ZOOTECNIA
513523;25003011031P6;CIÊNCIA ANIMAL TROPICAL;MEDICINA VETERINÁRIA
509983;25003011009P0;ZOOTECNIA;ZOOTECNIA
510198;25003011029P1;TECNOLOGIA E GESTÃO EM EDUCAÇÃO A DISTÂNCIA;EDUCAÇÃO
153973;23001011069P5;LETRAS;LETRAS
41329;25003011010P9;BIOMETRIA E ESTATÍSTICA APLICADA;AGRONOMIA
440627;25003011026P2;ECOLOGIA;ECOLOGIA
8138;25003011009P0;ZOOTECNIA;ZOOTECNIA
426221;25003011030P0;PRODUÇÃO VEGETAL;AGRONOMIA
368181;23001011069P5;LETRAS;LETRAS
479553;25003011031P6;CIÊNCIA ANIMAL TROPICAL;MEDICINA VETERINÁRIA
275298;25003011013P8;CIÊNCIAS FLORESTAIS;RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL
107525;25003011036P8;ENGENHARIA AMBIENTAL;ENGENHARIA SANITÁRIA
11390;25003011002P6;FITOPATOLOGIA;AGRONOMIA
533842;25003011026P2;ECOLOGIA;ECOLOGIA
17617;25003011009P0;ZOOTECNIA;ZOOTECNIA
223694;25003011026P2;ECOLOGIA;ECOLOGIA
22729;25003011006P1;ZOOTECNIA;ZOOTECNIA
19183;22003010017P5;BIOTECNOLOGIA - REDE RENORBIO;BIOTECNOLOGIA
1505119;31075010001P2;MATEMÁTICA EM REDE NACIONAL;MATEMÁTICA
973761;25003011020P4;QUIMICA;QUÍMICA
344385;25003011021P0;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;CIÊNCIA E TECNOLOGIA DE ALIMENTOS
125951;25003011036P8;ENGENHARIA AMBIENTAL;ENGENHARIA SANITÁRIA
530280;25003011036P8;ENGENHARIA AMBIENTAL;ENGENHARIA SANITÁRIA
535011;25003011005P5;MEDICINA VETERINÁRIA;MEDICINA VETERINÁRIA
115841;25003011071P8;BIODIVERSIDADE E CONSERVAÇÃO;ECOLOGIA
973443;25003011025P6;SANIDADE E REPRODUÇÃO DE RUMINANTES;MEDICINA VETERINÁRIA
384338;25003011020P4;QUIMICA;QUÍMICA
137966;25003011011P5;RECURSOS PESQUEIROS E AQUICULTURA;RECURSOS PESQUEIROS E ENGENHARIA DE PESCA
144796;25003011014P4;ADMINISTRAÇÃO E DESENVOLVIMENTO RURAL;ADMINISTRAÇÃO
352727;25003011038P0;EDUCAÇÃO, CULTURAS E IDENTIDADES;EDUCAÇÃO
383067;25003011028P5;PRODUÇÃO AGRÍCOLA;AGRONOMIA
36929;25003011026P2;ECOLOGIA;ECOLOGIA
535011;25003011031P6;CIÊNCIA ANIMAL TROPICAL;MEDICINA VETERINÁRIA
437116;25003011036P8;ENGENHARIA AMBIENTAL;ENGENHARIA SANITÁRIA
160945;25003011026P2;ECOLOGIA;ECOLOGIA
17617;25003011006P1;ZOOTECNIA;ZOOTECNIA
441911;25003011001P0;BOTÂNICA;BOTÂNICA
513475;22003010017P5;BIOTECNOLOGIA - REDE RENORBIO;BIOTECNOLOGIA
960571;25003011030P0;PRODUÇÃO VEGETAL;AGRONOMIA
137966;25003011027P9;CIÊNCIA ANIMAL E PASTAGENS;ZOOTECNIA
124077;25003011027P9;CIÊNCIA ANIMAL E PASTAGENS;ZOOTECNIA
449199;25003011070P1;CONTROLADORIA;ADMINISTRAÇÃO
528058;25003011020P4;QUIMICA;QUÍMICA
47077;25003011031P6;CIÊNCIA ANIMAL TROPICAL;MEDICINA VETERINÁRIA
41329;25003011027P9;CIÊNCIA ANIMAL E PASTAGENS;ZOOTECNIA
370407;25003011005P5;MEDICINA VETERINÁRIA;MEDICINA VETERINÁRIA
538242;25003011020P4;QUIMICA;QUÍMICA
78665;25003011036P8;ENGENHARIA AMBIENTAL;ENGENHARIA SANITÁRIA
225995;25003011026P2;ECOLOGIA;ECOLOGIA
533115;25003011003P2;CIÊNCIA DO SOLO;AGRONOMIA
99125;25003011033P9;ETNOBIOLOGIA E CONSERVAÇÃO DA NATUREZA;ECOLOGIA
516773;25003011020P4;QUIMICA;QUÍMICA
14259;25003011026P2;ECOLOGIA;ECOLOGIA
512544;22003010017P5;BIOTECNOLOGIA - REDE RENORBIO;BIOTECNOLOGIA
99913;25003011030P0;PRODUÇÃO VEGETAL;AGRONOMIA
172788;25003011002P6;FITOPATOLOGIA;AGRONOMIA
513579;25003011031P6;CIÊNCIA ANIMAL TROPICAL;MEDICINA VETERINÁRIA
535101;25003011010P9;BIOMETRIA E ESTATÍSTICA APLICADA;AGRONOMIA
534032;25003011013P8;CIÊNCIAS FLORESTAIS;RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL
527754;25003011024P0;FÍSICA APLICADA;FÍSICA
383837;25003011031P6;CIÊNCIA ANIMAL TROPICAL;MEDICINA VETERINÁRIA
120363;25003011010P9;BIOMETRIA E ESTATÍSTICA APLICADA;AGRONOMIA
24100;25003011031P6;CIÊNCIA ANIMAL TROPICAL;MEDICINA VETERINÁRIA
31069;25003011031P6;CIÊNCIA ANIMAL TROPICAL;MEDICINA VETERINÁRIA
375114;25003011012P1;ENSINO DAS CIÊNCIAS;ENSINO
3029702;25003011010P9;BIOMETRIA E ESTATÍSTICA APLICADA;AGRONOMIA
11388;25003011001P0;BOTÂNICA;BOTÂNICA
119409;25003011025P6;SANIDADE E REPRODUÇÃO DE RUMINANTES;MEDICINA VETERINÁRIA
513475;25003011015P0;AGRONOMIA ( MELHORAMENTO GENÉTICO DE PLANTAS);AGRONOMIA
514938;25003011026P2;ECOLOGIA;ECOLOGIA
382801;25003011027P9;CIÊNCIA ANIMAL E PASTAGENS;ZOOTECNIA
538115;25003011032P2;INFORMÁTICA APLICADA;CIÊNCIA DA COMPUTAÇÃO
535701;25003011032P2;INFORMÁTICA APLICADA;CIÊNCIA DA COMPUTAÇÃO
131743;25003011026P2;ECOLOGIA;ECOLOGIA
19958;25003011001P0;BOTÂNICA;BOTÂNICA
43088;25003011003P2;CIÊNCIA DO SOLO;AGRONOMIA
17143;25003011037P4;CONSUMO, COTIDIANO E DESENVOLVIMENTO SOCIAL;ECONOMIA DOMÉSTICA
22729;25003011009P0;ZOOTECNIA;ZOOTECNIA
342467;25003011019P6;HISTÓRIA;HISTÓRIA
441911;25003011013P8;CIÊNCIAS FLORESTAIS;RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL
101849;25003011036P8;ENGENHARIA AMBIENTAL;ENGENHARIA SANITÁRIA
6685;25003011014P4;ADMINISTRAÇÃO E DESENVOLVIMENTO RURAL;ADMINISTRAÇÃO
45851;25003011015P0;AGRONOMIA ( MELHORAMENTO GENÉTICO DE PLANTAS);AGRONOMIA
14194;25003011015P0;AGRONOMIA ( MELHORAMENTO GENÉTICO DE PLANTAS);AGRONOMIA
98255;25003011038P0;EDUCAÇÃO, CULTURAS E IDENTIDADES;EDUCAÇÃO
124353;25003011029P1;TECNOLOGIA E GESTÃO EM EDUCAÇÃO A DISTÂNCIA;EDUCAÇÃO
1384342;25003011029P1;TECNOLOGIA E GESTÃO EM EDUCAÇÃO A DISTÂNCIA;EDUCAÇÃO
7843;25003011037P4;CONSUMO, COTIDIANO E DESENVOLVIMENTO SOCIAL;ECONOMIA DOMÉSTICA
97376;25003011030P0;PRODUÇÃO VEGETAL;AGRONOMIA
378506;25003011070P1;CONTROLADORIA;ADMINISTRAÇÃO
513434;25003011033P9;ETNOBIOLOGIA E CONSERVAÇÃO DA NATUREZA;ECOLOGIA
534388;25003011026P2;ECOLOGIA;ECOLOGIA
523144;25003011038P0;EDUCAÇÃO, CULTURAS E IDENTIDADES;EDUCAÇÃO
13402;25003011011P5;RECURSOS PESQUEIROS E AQUICULTURA;RECURSOS PESQUEIROS E ENGENHARIA DE PESCA
179100;25003011029P1;TECNOLOGIA E GESTÃO EM EDUCAÇÃO A DISTÂNCIA;EDUCAÇÃO
10748;25003011002P6;FITOPATOLOGIA;AGRONOMIA
793298;25003011028P5;PRODUÇÃO AGRÍCOLA;AGRONOMIA
709931;25003011005P5;MEDICINA VETERINÁRIA;MEDICINA VETERINÁRIA
112184;25003011030P0;PRODUÇÃO VEGETAL;AGRONOMIA
11388;25003011015P0;AGRONOMIA ( MELHORAMENTO GENÉTICO DE PLANTAS);AGRONOMIA
174057;25003011024P0;FÍSICA APLICADA;FÍSICA
7638;25003011037P4;CONSUMO, COTIDIANO E DESENVOLVIMENTO SOCIAL;ECONOMIA DOMÉSTICA
71432;25003011037P4;CONSUMO, COTIDIANO E DESENVOLVIMENTO SOCIAL;ECONOMIA DOMÉSTICA
123077;53045009001P3;ADMINISTRAÇÃO PÚBLICA EM REDE NACIONAL;ADMINISTRAÇÃO
7899;25003011002P6;FITOPATOLOGIA;AGRONOMIA
5866;25003011071P8;BIODIVERSIDADE E CONSERVAÇÃO;ECOLOGIA
